"Type","URL_LENGTH","NUMBER_SPECIAL_CHARACTERS","TCP_CONVERSATION_EXCHANGE","DIST_REMOTE_TCP_PORT","REMOTE_IPS","APP_BYTES","SOURCE_APP_PACKETS","REMOTE_APP_PACKETS","SOURCE_APP_BYTES","REMOTE_APP_BYTES","APP_PACKETS","DNS_QUERY_TIMES","SOURCE_A","SOURCE_B","SOURCE_C","SOURCE_D","SOURCE_F","SOURCE_E","SOURCE_G","SOURCE_H","SOURCE_I","SOURCE_J","SOURCE_K","SOURCE_M","SOURCE_L","SOURCE_N","SOURCE_O","SOURCE_P","SOURCE_R","SOURCE_S"
"1","23.303046666667","13.44556","159.06693333333","1296.6286666667","0.15336746666667","0.35958453333333","0.38872953333333","0.19054353333333","0.31334113333333","0.10195568666667","1418.39","1.1726652666667","11125.618","198.70413333333","0.008288838","0.063523146666667","0.06959826","0.02055694","0.03889886","0.0080219993333333","32.87556","22.448126666667","239.11853333333","2615.278","0.21010306666667","0.86217386666667","0.9221478","0.34378146666667","0.59598286666667","0.15401513333333"
"1","26.645006666667","23.018073333333","172.1498","1717.612","0.10976654666667","0.10186501333333","0.11256446666667","0.09089354","0.2347144","0.07340654","0.70401366666667","0.95064513333333","4401.5426666667","95.958293333333","0.0067681166666667","0.01694296","0.0240932","0.017357466666667","0.01799218","0.0045751173333333","32.37038","30.323753333333","205.69893333333","2533.672","0.16036226666667","0.2417092","0.31295253333333","240.932","356.21666666667","0.11531057333333"
"1","25.505113333333","27.525833333333","168.39333333333","1558.286","0.14196853333333","0.2071238","0.2556988","0.16567313333333","0.26800446666667","0.077707046666667","0.96580053333333","1.0192978","5939.1033333333","121.80019333333","0.0079663","0.051891053333333","0.049637173333333","0.02665796","0.029145","0.0059209686666667","30.531006666667","33.06986","197.53833333333","2213.7246666667","0.18704613333333","0.549869","0.58341813333333","314.766","0.46800393333333","0.11344529333333"
"1","14.792706666667","26.398893333333","100.49196","500.1282","0.184585","0.36774513333333","0.31269346666667","0.13626906666667","0.33639806666667","0.12621728","0.6419672","1497.4053333333","4462.4233333333","35.271926666667","0.011800486666667","0.09660596","0.07332882","0.024183873333333","0.077240726666667","0.011927429333333","19.31342","34.326333333333","128.06960666667","735.36073333333","0.27176093333333","1.1221472666667","0.88976446666667","0.33354833333333","0.85984226666667","224.09266666667"
"1","26.282313333333","18.57508","174.99953333333","1680.0473333333","0.12992193333333","0.17202026666667","256.476","0.13510326666667","0.2343258","0.07620446","0.9808264","1.0120439333333","7044.0226666667","122.33128","0.01488338","0.031878153333333","0.07367856","0.024417033333333","0.022746053333333","0.00662563","29.196813333333","21.593206666667","197.14973333333","2040.15","0.1779788","265.54333333333","0.51813333333333","0.21049166666667","0.3062168","0.099455693333333"
"1","16.1269","20.336733333333","106.95567333333","618.00353333333","0.1655436","0.22020666666667","0.2044036","0.10477951333333","0.27033606666667","0.098613726666667","0.433289","1.1531057333333","2871.754","35.220113333333","0.0097279533333333","0.0433289","0.04756464","0.01472794","0.028043966666667","0.006582884","20.038806666667","30.764166666667","133.93746666667","960.6192","0.2319942","0.67992046666667","0.693651","0.22551753333333","0.51619033333333","0.16113946666667"
"1","23.639833333333","25.88076","154.92186666667","1347.1466666667","0.12257739333333","141.19133333333","0.14598406666667","95.854666666667","0.2323828","0.07437804","0.5786254","1.0015517333333","4.11916","69.83142","0.005588068","0.017901506666667","0.029196813333333","0.013458513333333","0.017733113333333","0.0028225313333333","29.637226666667","35.82892","198.44506666667","2080.3053333333","0.18678706666667","0.33367786666667","0.49015413333333","0.2502584","0.3967606","0.10839349333333"
"1","17.75902","26.981793333333","116.83906666667","748.57313333333","0.15401513333333","0.21308233333333","0.12132092","0.0775257","0.2844552","0.096515286666667","0.755827","1783.674","4994.8053333333","66.010186666667","0.01140541","0.039235646666667","0.032227893333333","0.018756426666667","0.019248653333333","0.007010344","22.098386666667","36.45068","143.26386666667","1161.914","0.21424813333333","0.47694173333333","0.34689026666667","0.20155386666667","0.41398853333333","0.14909286666667"
"1","16.839333333333","28.264173333333","113.34166666667","673.31426666667","0.16489593333333","0.2502584","0.24080246666667","0.12115252666667","304.40333333333","0.09571218","0.3967606","1297.924","3116.572","31.502506666667","0.0074235553333333","0.045362573333333","0.046023193333333","0.015880786666667","0.027758993333333","0.0048562046666667","20.064713333333","39.805593333333","137.5644","957.63993333333","0.22059526666667","0.69960953333333","698.18466666667","266.83866666667","0.56709693333333","0.13885973333333"
"1","16.139853333333","31.139813333333","108.76914","616.44913333333","0.15362653333333","0.31036186666667","0.29442926666667","0.11066032666667","262.95266666667","0.10677432666667","0.3854912","2071.238","2641.1846666667","31.01028","0.009260338","0.093484206666667","0.10029766","0.018549173333333","0.023173513333333","0.01305696","19.54658","52.69416","126.4893","921.50013333333","0.24002526666667","1370.4626666667","1431.3433333333","286.26866666667","0.56554253333333","0.26878166666667"
